"id","title","description","subCatType","subcatImage","srOrder","isActive","isDeleted","createdAt","updatedAt","categoryId","title_ol"
"534","Veg",,NULL,"public/02360664868/subcategory/2023_9_27_5_14-veglogo.jpg","0","1","0","2023-09-27 05:14:05","2024-02-27 13:42:07","298","मराठी भाषा"
"535","Non Veg",,NULL,"public/02360664868/subcategory/2023_9_27_5_14-1511515155vegiconpngnonvegsymbolpngtransparent.png","0","1","0","2023-09-27 05:14:18","2024-02-27 13:42:07","298","मंत्रालय"
"536","Punjabi",,NULL,"public/02360664868/subcategory/2023_9_27_5_20-10244.jpg","0","1","0","2023-09-27 05:20:06","2024-02-27 13:42:07","299","मंत्रालय"
"537","Test1",,NULL,NULL,"0","1","0","2024-02-21 09:21:18","2024-02-27 13:42:07","301","Test1"
"538","Veg",,NULL,"public/02360664868/subcategory/2023_9_27_5_14-veglogo.jpg","0","1","0","2023-09-27 05:14:05","2024-02-27 13:42:31","302","मराठी भाषा"
"539","Non Veg",,NULL,"public/02360664868/subcategory/2023_9_27_5_14-1511515155vegiconpngnonvegsymbolpngtransparent.png","0","1","0","2023-09-27 05:14:18","2024-02-27 13:42:31","302","मंत्रालय"
"540","Punjabi",,NULL,"public/02360664868/subcategory/2023_9_27_5_20-10244.jpg","0","1","0","2023-09-27 05:20:06","2024-02-27 13:42:31","303","मंत्रालय"
"541","Test1",,NULL,NULL,"0","1","0","2024-02-21 09:21:18","2024-02-27 13:42:31","305","Test1"
"542","Veg",,NULL,"public/02360664868/subcategory/2023_9_27_5_14-veglogo.jpg","0","1","0","2023-09-27 05:14:05","2024-02-27 13:42:31","306","मराठी भाषा"
"543","Non Veg",,NULL,"public/02360664868/subcategory/2023_9_27_5_14-1511515155vegiconpngnonvegsymbolpngtransparent.png","0","1","0","2023-09-27 05:14:18","2024-02-27 13:42:31","306","मंत्रालय"
"544","Punjabi",,NULL,"public/02360664868/subcategory/2023_9_27_5_20-10244.jpg","0","1","0","2023-09-27 05:20:06","2024-02-27 13:42:31","307","मंत्रालय"
"545","Test1",,NULL,NULL,"0","1","0","2024-02-21 09:21:18","2024-02-27 13:42:31","309","Test1"
"546","Cervejas",,NULL,"public/14715362921/subcategory/2024_3_5_17_53-produtosptsuperbocksharefacebook1024x597.jpg","0","1","0","2024-02-27 22:24:00","2024-03-05 17:53:32","313","Cervejas"
"547","Cocktails",,NULL,"public/14715362921/subcategory/2024_3_5_18_10-cursocaipirinhas2.jpg","0","1","0","2024-02-27 22:24:12","2024-03-05 18:10:59","313","Cocktails"
"548","Destilados",,NULL,"public/14715362921/subcategory/2024_3_5_18_12-febe3.png","0","1","0","2024-02-27 22:24:22","2024-03-05 18:12:30","313","Distilled spirits"
"549","Sumos naturais",,NULL,"public/14715362921/subcategory/2024_3_5_23_51-receitasdesucosnaturais1e1584495940778.jpg","0","1","0","2024-02-27 22:24:32","2024-03-05 23:51:42","313","Natural juices"
"550","Refrigerantes",,NULL,"public/14715362921/subcategory/2024_3_5_23_56-1720300822a98eejaj2k.png","0","1","0","2024-02-27 22:24:40","2024-03-05 23:56:56","313","Soft drinks"
"551","Água",,NULL,"public/14715362921/subcategory/2024_3_6_0_5-garrafadeagua.jpg","0","1","0","2024-02-27 22:24:47","2024-03-06 00:05:55","313","Water"
"552","Café",,NULL,"public/14715362921/subcategory/2024_3_6_0_17-xicarascafe1080x675.jpeg","0","1","0","2024-02-27 22:24:52","2024-03-06 00:17:41","313","Coffee"
"553","Entradas",,NULL,"public/14715362921/subcategory/2024_3_5_18_21-petiscos.jpg","0","1","0","2024-02-27 22:47:04","2024-03-05 18:21:40","311","Starters"
"554","Espetinhos",,NULL,"public/14715362921/subcategory/2024_3_5_18_23-espetinhoschurrasco.jpg","0","1","0","2024-02-27 22:47:09","2024-03-05 18:23:15","311","Skewers"
"555","Nossas parmegianas",,NULL,"public/14715362921/subcategory/2024_3_4_23_22-376d4727bde14726bc978022dfa7d72b.jpg","0","1","0","2024-02-27 22:50:32","2024-03-04 23:22:22","312","Our parmegianas"
"556","Nossas carnes",,NULL,"public/14715362921/subcategory/2024_3_5_0_22-29fa0eb576eb4857bb726e9b61cdb8d9.jpg","1","1","0","2024-02-27 22:50:53","2024-03-05 00:22:54","312","Our meats"
"557","Vegetariano",,NULL,NULL,"3","1","0","2024-02-27 22:51:46","2024-03-04 20:30:09","312","Vegetarian"
"558","Acompanhamentos extra",,NULL,"public/14715362921/subcategory/2024_3_5_18_17-goomerdicasparavendermaisacompanhamentosnoseurestaurante.jpg","4","1","0","2024-02-27 22:53:31","2024-03-05 18:17:45","312","Extra side dishes"
"559","Veg",,NULL,"public/02360664868/subcategory/2023_9_27_5_14-veglogo.jpg","0","1","0","2023-09-27 05:14:05","2024-02-28 10:38:25","315","मराठी भाषा"
"560","Non Veg",,NULL,"public/02360664868/subcategory/2023_9_27_5_14-1511515155vegiconpngnonvegsymbolpngtransparent.png","0","1","0","2023-09-27 05:14:18","2024-02-28 10:38:25","315","मंत्रालय"
"561","Punjabi",,NULL,"public/02360664868/subcategory/2023_9_27_5_20-10244.jpg","0","1","0","2023-09-27 05:20:06","2024-02-28 10:38:25","316","मंत्रालय"
"562","Test1",,NULL,NULL,"0","1","0","2024-02-21 09:21:18","2024-02-28 10:38:25","318","Test1"
"563","Veg",,NULL,"public/02360664868/subcategory/2023_9_27_5_14-veglogo.jpg","0","1","0","2023-09-27 05:14:05","2024-02-28 10:38:25","319","मराठी भाषा"
"564","Non Veg",,NULL,"public/02360664868/subcategory/2023_9_27_5_14-1511515155vegiconpngnonvegsymbolpngtransparent.png","0","1","0","2023-09-27 05:14:18","2024-02-28 10:38:25","319","मंत्रालय"
"565","Punjabi",,NULL,"public/02360664868/subcategory/2023_9_27_5_20-10244.jpg","0","1","0","2023-09-27 05:20:06","2024-02-28 10:38:25","320","मंत्रालय"
"566","Test1",,NULL,NULL,"0","1","0","2024-02-21 09:21:18","2024-02-28 10:38:25","322","Test1"
"567","Refrigerante",,NULL,"public/09636922060/subcategory/2024_3_3_11_26-IMG1835.jpeg","2","1","0","2024-03-01 22:10:19","2024-03-03 11:26:34","131",NULL
"568","Água ",,NULL,"public/09636922060/subcategory/2024_3_3_10_36-IMG1804.jpeg","3","1","0","2024-03-01 22:10:40","2024-03-03 10:36:29","131",NULL
"569","Cerveja",,NULL,NULL,"4","1","1","2024-03-01 22:11:55","2024-03-03 10:36:51","131",NULL
"570","Refrigerante",,NULL,NULL,"5","1","1","2024-03-01 22:12:18","2024-03-03 10:41:10","131",NULL
"571","Vinho Tinto",,NULL,"public/09636922060/subcategory/2024_3_3_9_41-IMG1794.jpeg","0","1","0","2024-03-01 22:21:17","2024-03-03 09:41:32","323",NULL
"572","Vinho Branco ",,NULL,"public/09636922060/subcategory/2024_3_3_10_11-IMG1799.jpeg","0","1","0","2024-03-01 22:21:29","2024-03-03 10:11:58","323",NULL
"573","Vinho Rosé",,NULL,"public/09636922060/subcategory/2024_3_3_9_34-IMG1793.jpeg","0","1","0","2024-03-01 22:21:41","2024-03-03 09:34:10","323",NULL
"574","Espumante ",,NULL,"public/09636922060/subcategory/2024_3_3_9_24-IMG1791.jpeg","0","1","0","2024-03-01 22:21:53","2024-03-03 09:24:35","323",NULL
"575","Café",,NULL,NULL,"6","1","1","2024-03-03 11:18:58","2024-03-03 11:24:04","131",NULL
"576","Combinados",,NULL,"public/93476579393/subcategory/2024_3_5_17_24-combinadoexemplo.jpg","0","1","0","2024-02-06 13:31:31","2024-03-05 17:29:10","324",NULL
"577","Entradas",,NULL,NULL,"0","1","0","2024-02-06 13:38:36","2024-03-05 17:29:10","324",NULL
"578","Sashimi",,NULL,NULL,"0","1","0","2024-02-06 13:46:29","2024-03-05 17:29:10","324",NULL
"579","Nigiri",,NULL,NULL,"0","1","0","2024-02-06 13:51:17","2024-03-05 17:29:10","324",NULL
"580","Hosomaki",,NULL,NULL,"0","1","0","2024-02-06 13:54:49","2024-03-05 17:29:10","324",NULL
"581","Hot Rolls",,NULL,NULL,"0","1","0","2024-02-06 13:59:03","2024-03-05 17:29:11","324",NULL
"582","Temakis",,NULL,NULL,"0","1","0","2024-02-06 14:02:46","2024-03-05 17:29:11","324",NULL
"583","Uramaki",,NULL,NULL,"0","1","0","2024-02-06 23:01:10","2024-03-05 17:29:11","324",NULL
"584","Gunkan",,NULL,NULL,"0","1","0","2024-02-06 23:06:18","2024-03-05 17:29:11","324",NULL
"585","Poke Bowls",,NULL,NULL,"0","1","0","2024-02-06 23:10:34","2024-03-05 17:29:11","324",NULL
"586","Extras",,NULL,NULL,"0","1","0","2024-02-06 23:14:06","2024-03-05 17:29:11","324",NULL
"587","Bebidas sem álcool",,NULL,NULL,"0","1","0","2024-02-10 19:51:19","2024-03-05 17:29:11","325",NULL
"588","Vinho tinto",,NULL,NULL,"0","1","0","2024-02-10 19:51:39","2024-03-05 17:29:11","325",NULL
"589","Vinho branco",,NULL,NULL,"0","1","0","2024-02-10 19:58:30","2024-03-05 17:29:11","325",NULL
"590","Vinho Rosé",,NULL,NULL,"0","1","0","2024-02-10 20:01:07","2024-03-05 17:29:11","325",NULL
"591","Tinto",,NULL,NULL,"0","1","0","2024-03-05 20:31:04","2024-03-09 00:37:21","327","Red wine"
"592","Branco",,NULL,NULL,"0","1","0","2024-03-05 20:31:08","2024-03-09 00:40:19","327","White whine"
"593","Verde",,NULL,NULL,"0","1","0","2024-03-05 20:31:13","2024-03-09 00:43:28","327","Green wine"
"594","Rosé",,NULL,NULL,"0","1","0","2024-03-05 20:31:17","2024-03-09 00:43:40","327","Rose wine"
"595","Cervejas ",,NULL,"public/93476579393/subcategory/2024_3_6_14_3-kirin.jpeg","5","1","0","2024-03-06 14:03:58","2024-03-06 17:51:13","117",NULL
"596","Fatia do Melhor Bolo de Chocolate do Mundo",,NULL,"public/93476579393/subcategory/2024_3_6_15_1-Melhorbolodechocolate.jpeg","0","1","1","2024-03-06 14:58:49","2024-03-06 15:17:44","329",NULL
"597","Vinho a Copo",,NULL,"public/93476579393/subcategory/2024_3_6_17_55-Sirvasedeumcopodevinho.jpeg","4","1","0","2024-03-06 17:51:07","2024-03-06 17:55:28","117",NULL
"598","Gin ",,NULL,"public/93476579393/subcategory/2024_3_6_17_59-gin.jpeg","6","1","0","2024-03-06 17:59:33","2024-03-06 17:59:33","117",NULL
"599","ttt",,NULL,NULL,"0","1","0","2024-03-06 18:40:09","2024-03-06 18:54:56","334","4447"
"600","Carnes",,NULL,NULL,"1","1","0","2024-01-05 19:53:39","2024-03-06 20:32:51","335",NULL
"601","Peixes",,NULL,NULL,"0","1","0","2024-01-05 19:58:49","2024-03-06 20:32:51","335",NULL
"602","Especialidades",,NULL,NULL,"2","1","0","2024-01-05 20:16:38","2024-03-06 20:32:51","335",NULL
"603","Refrigirantes ",,NULL,NULL,"0","1","1","2024-03-07 20:19:21","2024-03-07 20:19:51","345",NULL
"604","Sumo Natural ",,NULL,NULL,"2","1","0","2024-03-07 20:22:18","2024-06-04 23:09:16","345","Natural Juice"
"605","Sangrias ",,NULL,NULL,"3","1","0","2024-03-07 20:23:21","2024-06-04 23:09:16","345","Sangria"
"606","Cerveja ",,NULL,NULL,"4","1","0","2024-03-07 20:26:48","2024-06-04 23:09:16","345","Beer"
"607","rrrr",,NULL,NULL,"0","1","0","2024-03-08 05:19:24","2024-03-08 05:19:24","334",NULL
"608","yyy161",,NULL,NULL,"0","1","0","2024-03-08 05:20:27","2024-03-08 11:39:13","347","uuuu"
"609","nnn sub1",,NULL,NULL,"0","1","0","2024-03-08 12:06:32","2024-03-08 12:08:23","350","test3"
"610","Brancas e espirituosas",,NULL,NULL,"11","1","0","2024-03-09 00:04:51","2024-03-09 00:35:05","123","White and spirited"
"611","DOURO",,NULL,NULL,"0","1","0","2024-03-16 22:43:32","2024-07-14 13:14:42","357",NULL
"612","DÃO",,NULL,NULL,"0","1","0","2024-03-16 22:46:45","2024-03-16 22:46:45","357",NULL
"613","BEIRA INTERIOR",,NULL,NULL,"0","1","0","2024-03-17 12:35:02","2024-03-17 12:35:02","357",NULL
"614","ALENTEJO",,NULL,NULL,"0","1","0","2024-03-17 13:27:51","2024-03-17 13:27:51","357",NULL
"615","DOURO",,NULL,NULL,"0","1","0","2024-03-17 13:29:47","2024-03-17 13:29:47","358",NULL
"616","DÃO",,NULL,NULL,"0","1","0","2024-03-17 13:31:42","2024-03-17 13:31:42","358",NULL
"617","BEIRA INTERIOR",,NULL,NULL,"0","1","0","2024-03-17 13:32:52","2024-03-17 13:32:52","358",NULL
"618","ALENTEJO",,NULL,NULL,"0","1","0","2024-03-17 13:34:03","2024-03-17 13:34:03","358",NULL
"619","VERDES",,NULL,NULL,"0","1","1","2024-03-17 13:34:46","2024-03-17 13:41:08","358",NULL
"620","SANGRIAS, ROSÉS, OUTROS",,NULL,NULL,"0","1","1","2024-03-17 13:36:50","2024-03-17 13:41:14","358",NULL
"621","Entradas",,NULL,"public/97511167712/subcategory/2023_10_9_14_46-starter.png","0","1","0","2023-10-09 14:46:00","2024-03-18 13:50:49","363","Starters"
"622","Primeiros Pratos",,NULL,"public/97511167712/subcategory/2023_10_9_14_50-FirstDishes.png","1","1","0","2023-10-09 14:50:29","2024-03-18 13:50:49","363","First Dishes"
"623","Segundos Pratos",,NULL,"public/97511167712/subcategory/2023_10_9_14_54-SecondDishes.png","3","1","0","2023-10-09 14:54:08","2024-03-18 13:50:49","363","Second Dishes"
"624","Pizzas",,NULL,"public/97511167712/subcategory/2023_10_10_7_24-Pizzas.png","2","1","0","2023-10-10 07:24:35","2024-03-18 13:50:49","363","Pizzas"
"625","Sobremesas",,NULL,"public/97511167712/subcategory/2023_10_10_7_29-Desserts.png","4","1","0","2023-10-10 07:29:03","2024-03-18 13:50:49","363","Desserts"
"626","Nigiri & Sashimi (2 peças)",,NULL,"public/62816170264/subcategory/2023_10_10_11_3-sashimi.png","0","1","0","2023-10-10 10:48:48","2024-03-18 13:52:22","364","Nigiri & Sashimi (2 pieces)"
"627","Maki Rolls (6 peças)",,NULL,"public/62816170264/subcategory/2023_10_10_11_4-maki.png","0","1","0","2023-10-10 11:04:40","2024-03-18 13:52:22","364","Maki Rolls"
"628","Especial",,NULL,"public/62816170264/subcategory/2023_10_10_11_12-Specialrolls.png","0","1","0","2023-10-10 11:12:45","2024-03-18 13:52:22","364","Special Rolls"
"629","Base",,NULL,NULL,"0","1","1","2023-12-07 16:40:57","2024-03-18 13:52:22","369",NULL
"630","Proteína",,NULL,NULL,"0","1","1","2023-12-07 16:41:07","2024-03-18 13:52:22","369",NULL
"631","Fruta",,NULL,NULL,"0","1","1","2023-12-07 16:41:15","2024-03-18 13:52:22","369",NULL
"632","ESPETADAS",,NULL,"public/32397758906/subcategory/2024_3_19_15_33-IZANAGI36.jpg","5","1","0","2024-03-19 15:32:27","2024-03-19 15:44:34","377",NULL
"633","GRELHA JAPONESA",,NULL,NULL,"7","1","0","2024-03-19 15:42:20","2024-03-19 15:44:34","377",NULL
"634","GUNKAN",,NULL,NULL,"0","1","0","2024-03-19 16:35:31","2024-03-19 16:35:31","379",NULL
"635","MAKI",,NULL,NULL,"0","1","0","2024-03-19 16:58:40","2024-03-19 16:58:40","379",NULL
"636","NIGIRI",,NULL,NULL,"0","1","0","2024-03-19 17:09:27","2024-03-19 17:09:27","379",NULL
"637","TEMAKI",,NULL,NULL,"0","1","0","2024-03-19 17:32:41","2024-03-19 17:32:41","379",NULL
"638","SUSHI & SASHIMI",,NULL,NULL,"0","1","0","2024-03-19 17:35:42","2024-03-19 17:35:42","379",NULL
"639","Pizzas",,NULL,NULL,"1","1","0","2024-03-19 23:41:28","2024-04-25 21:53:02","384","Pizzas"
"640","Calzones",,NULL,NULL,"2","1","0","2024-03-19 23:41:34","2024-05-22 21:12:37","384","Calzones"
"641","Rotolinis do rodízio",,NULL,NULL,"3","1","0","2024-03-19 23:42:01","2024-05-22 21:17:36","384","Rotolinis"
"642","Doces do rodízio",,NULL,NULL,"4","1","0","2024-03-19 23:42:08","2024-05-22 21:12:28","384","Sweets on the menu"
"643","Sem álcool",,NULL,NULL,"0","1","0","2024-03-19 23:43:23","2024-05-13 23:03:09","385","Non alcoholic"
"644","Espirituosas",,NULL,NULL,"2","1","0","2024-03-19 23:43:35","2024-05-13 23:04:17","385","Spirited drinks"
"645","Garrafas / Combos",,NULL,NULL,"3","1","0","2024-03-19 23:43:45","2024-05-22 21:04:55","385","Bottles / Combinations"
"646","Vinhos tintos",,NULL,NULL,"4","1","0","2024-03-19 23:44:03","2024-05-13 23:02:03","385","Red Wine"
"647","Vinhos verdes",,NULL,NULL,"5","1","0","2024-03-19 23:44:12","2024-05-13 23:01:42","385","Green Wine"
"648","Vinhos rosé",,NULL,NULL,"7","1","0","2024-03-19 23:44:24","2024-05-13 23:00:59","385","Rose Wine"
"649","Sangria",,NULL,NULL,"8","1","0","2024-03-19 23:44:39","2024-05-13 23:00:23","385","Sangria"
"650","Vinhos brancos",,NULL,NULL,"6","1","0","2024-03-19 23:46:26","2024-05-13 23:01:07","385","White wine"
"651","Cerveja e cidra",,NULL,NULL,"1","1","0","2024-03-19 23:48:23","2024-05-13 23:03:37","385","Beer and cider"
"652","SEGUNDA-FEIRA",,NULL,NULL,"0","1","0","2024-03-20 15:38:56","2024-03-20 15:38:56","391",NULL
"653","TERÇA-FEIRA",,NULL,NULL,"0","1","0","2024-03-20 15:43:11","2024-03-20 15:43:11","391",NULL
"654","QUARTA-FEIRA",,NULL,NULL,"0","1","0","2024-03-20 15:45:08","2024-03-20 15:45:08","391",NULL
"655","QUINTA FEIRA",,NULL,NULL,"0","1","0","2024-03-20 15:49:51","2024-03-20 15:49:51","391",NULL
"656","SEXTA-FEIRA",,NULL,NULL,"0","1","0","2024-03-20 15:51:33","2024-03-20 15:51:33","391",NULL
"657","NIGIRI",,NULL,NULL,"11","1","1","2024-03-21 09:44:46","2024-03-21 09:45:44","394",NULL
"658","NIGIRI",,NULL,NULL,"11","1","1","2024-03-21 09:44:46","2024-03-22 12:59:54","407",NULL
"659","2ª FEIRA",,NULL,NULL,"0","1","1","2024-03-25 16:13:45","2024-03-25 18:14:55","413",NULL
"660","3ª FEIRA",,NULL,NULL,"0","1","1","2024-03-25 16:13:54","2024-03-25 18:15:01","413",NULL
"661","4ª FEIRA",,NULL,NULL,"0","1","1","2024-03-25 16:14:03","2024-03-25 18:15:05","413",NULL
"662","5ª FEIRA",,NULL,NULL,"0","1","1","2024-03-25 16:14:13","2024-03-25 18:15:11","413",NULL
"663","6ª FEIRA",,NULL,NULL,"0","1","1","2024-03-25 16:14:22","2024-03-25 18:15:15","413",NULL
"664","Veg",,NULL,"public/02360664868/subcategory/2023_9_27_5_14-veglogo.jpg","0","1","0","2023-09-27 05:14:05","2024-03-27 18:05:26","414","मराठी भाषा"
"665","Non Veg",,NULL,"public/02360664868/subcategory/2023_9_27_5_14-1511515155vegiconpngnonvegsymbolpngtransparent.png","0","1","0","2023-09-27 05:14:18","2024-03-27 18:05:26","414","मंत्रालय1"
"666","Punjabi",,NULL,"public/02360664868/subcategory/2023_9_27_5_20-10244.jpg","0","1","0","2023-09-27 05:20:06","2024-03-27 18:05:26","415","मंत्रालय"
"667","Test1",,NULL,NULL,"0","1","0","2024-02-21 09:21:18","2024-03-27 18:05:26","417","Test1"
"668","Veg",,NULL,"public/02360664868/subcategory/2023_9_27_5_14-veglogo.jpg","0","1","0","2023-09-27 05:14:05","2024-03-27 18:05:26","418","मराठी भाषा"
"669","Non Veg",,NULL,"public/02360664868/subcategory/2023_9_27_5_14-1511515155vegiconpngnonvegsymbolpngtransparent.png","0","1","0","2023-09-27 05:14:18","2024-03-27 18:05:26","418","मंत्रालय"
"670","Punjabi",,NULL,"public/02360664868/subcategory/2023_9_27_5_20-10244.jpg","0","1","0","2023-09-27 05:20:06","2024-03-27 18:05:26","419","मंत्रालय"
"671","Test1",,NULL,NULL,"0","1","0","2024-02-21 09:21:18","2024-03-27 18:05:26","421","Test1"
"672","ttt",,NULL,NULL,"0","1","0","2024-03-06 18:40:09","2024-03-27 18:05:26","426","4447"
"673","rrrr",,NULL,NULL,"0","1","0","2024-03-08 05:19:24","2024-03-27 18:05:26","426",NULL
"674","yyy161",,NULL,NULL,"0","1","0","2024-03-08 05:20:27","2024-03-27 18:05:26","427","uuuu"
"675","nnn sub1",,NULL,NULL,"0","1","0","2024-03-08 12:06:32","2024-03-27 18:05:26","430","test3"
"676","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-03-28 09:57:16","2024-03-28 09:57:16","431","Veg"
"677","Não vegetariano",NULL,NULL,NULL,NULL,"1","0","2024-03-28 09:57:16","2024-03-28 09:57:16","432","Non Veg"
"678","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-03-28 09:57:16","2024-03-28 09:57:16","433","Veg"
"679","Não vegetariano",NULL,NULL,NULL,NULL,"1","0","2024-03-28 09:57:16","2024-03-28 09:57:16","434","Non Veg"
"680","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-03-28 09:57:16","2024-03-28 09:57:16","435","Veg"
"681","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-03-28 10:02:51","2024-03-28 10:02:51","436","Veg"
"682","Não vegetariano",NULL,NULL,NULL,NULL,"1","0","2024-03-28 10:02:51","2024-03-28 10:02:51","437","Non Veg"
"683","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-03-28 10:02:51","2024-03-28 10:02:51","438","Veg"
"684","Não vegetariano",NULL,NULL,NULL,NULL,"1","0","2024-03-28 10:02:51","2024-03-28 10:02:51","439","Non Veg"
"685","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-03-28 10:02:51","2024-03-28 10:02:51","440","Veg"
"686","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-03-28 10:05:16","2024-03-28 12:24:28","441","Veg1"
"687","Não vegetariano",NULL,NULL,NULL,NULL,"1","0","2024-03-28 10:05:16","2024-03-28 10:05:16","442","Non Veg"
"688","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-03-28 10:05:16","2024-03-28 10:05:16","443","Veg"
"689","Não vegetariano",NULL,NULL,NULL,NULL,"1","0","2024-03-28 10:05:16","2024-03-28 10:05:16","444","Non Veg"
"690","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-03-28 10:05:16","2024-03-28 10:05:16","445","Veg"
"691","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-03-28 10:11:50","2024-03-28 10:11:50","446","Veg"
"692","Não vegetariano",NULL,NULL,NULL,NULL,"1","0","2024-03-28 10:11:50","2024-03-28 10:11:50","447","Non Veg"
"693","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-03-28 10:11:50","2024-03-28 10:11:50","448","Veg"
"694","Não vegetariano",NULL,NULL,NULL,NULL,"1","0","2024-03-28 10:11:50","2024-03-28 10:11:50","449","Non Veg"
"695","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-03-28 10:11:50","2024-03-28 10:11:50","450","Veg"
"696","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-03-28 10:16:45","2024-03-28 10:16:45","451","Veg"
"697","Não vegetariano",NULL,NULL,NULL,NULL,"1","0","2024-03-28 10:16:45","2024-03-28 10:16:45","452","Non Veg"
"698","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-03-28 10:16:45","2024-03-28 10:16:45","453","Veg"
"699","Não vegetariano",NULL,NULL,NULL,NULL,"1","0","2024-03-28 10:16:45","2024-03-28 10:16:45","454","Non Veg"
"700","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-03-28 10:16:45","2024-03-28 10:16:45","455","Veg"
"701","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-03-28 10:17:24","2024-03-28 10:17:24","456","Veg"
"702","Não vegetariano",NULL,NULL,NULL,NULL,"1","0","2024-03-28 10:17:24","2024-03-28 10:17:24","457","Non Veg"
"703","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-03-28 10:17:24","2024-03-28 10:17:24","458","Veg"
"704","Não vegetariano",NULL,NULL,NULL,NULL,"1","0","2024-03-28 10:17:24","2024-03-28 10:17:24","459","Non Veg"
"705","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-03-28 10:17:24","2024-03-28 10:17:24","460","Veg"
"706","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-03-28 10:23:57","2024-03-28 10:23:57","461","Veg"
"707","Não vegetariano",NULL,NULL,NULL,NULL,"1","0","2024-03-28 10:23:57","2024-03-28 10:23:57","462","Non Veg"
"708","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-03-28 10:23:57","2024-03-28 10:23:57","463","Veg"
"709","Não vegetariano",NULL,NULL,NULL,NULL,"1","0","2024-03-28 10:23:57","2024-03-28 10:23:57","464","Non Veg"
"710","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-03-28 10:23:57","2024-03-28 10:23:57","465","Veg"
"711","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-03-28 10:48:46","2024-03-28 10:48:46","466","Veg"
"712","Não vegetariano",NULL,NULL,NULL,NULL,"1","0","2024-03-28 10:48:46","2024-03-28 10:48:46","467","Non Veg"
"713","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-03-28 10:48:46","2024-03-28 10:48:46","468","Veg"
"714","Não vegetariano",NULL,NULL,NULL,NULL,"1","0","2024-03-28 10:48:46","2024-03-28 10:48:46","469","Non Veg"
"715","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-03-28 10:48:46","2024-03-28 10:48:46","470","Veg"
"716","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-03-28 11:44:07","2024-03-28 11:44:07","471","Veg"
"717","Não vegetariano",NULL,NULL,NULL,NULL,"1","0","2024-03-28 11:44:07","2024-03-28 11:44:07","472","Non Veg"
"718","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-03-28 11:44:07","2024-03-28 11:44:07","473","Veg"
"719","Não vegetariano",NULL,NULL,NULL,NULL,"1","0","2024-03-28 11:44:07","2024-03-28 11:44:07","474","Non Veg"
"720","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-03-28 11:44:07","2024-03-28 11:44:07","475","Veg"
"721","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-03-28 12:49:51","2024-03-28 12:49:51","476","Veg"
"722","Não vegetariano",NULL,NULL,NULL,NULL,"1","0","2024-03-28 12:49:51","2024-03-28 12:49:51","477","Non Veg"
"723","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-03-28 12:49:51","2024-03-28 12:49:51","478","Veg"
"724","Não vegetariano",NULL,NULL,NULL,NULL,"1","0","2024-03-28 12:49:51","2024-03-28 12:49:51","479","Non Veg"
"725","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-03-28 12:49:51","2024-03-28 12:49:51","480","Veg"
"726","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-03-28 13:29:55","2024-03-28 13:29:55","481","Veg"
"727","Não vegetariano",NULL,NULL,NULL,NULL,"1","0","2024-03-28 13:29:55","2024-03-28 13:29:55","482","Non Veg"
"728","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-03-28 13:29:55","2024-03-28 13:29:55","483","Veg"
"729","Não vegetariano",NULL,NULL,NULL,NULL,"1","0","2024-03-28 13:29:55","2024-03-28 13:29:55","484","Non Veg"
"730","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-03-28 13:29:55","2024-03-28 13:29:55","485","Veg"
"731","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-03-28 17:21:20","2024-03-28 17:21:20","486","Veg"
"732","Não vegetariano",NULL,NULL,NULL,NULL,"1","0","2024-03-28 17:21:20","2024-03-28 17:21:20","487","Non Veg"
