"id","name","ingredientType","description","isActive","isDeleted","createdAt","updatedAt","restaurantId","name_ol","isDefault"
"3396","Edamame",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Edamame","1"
"3397","Beringela",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Eggplant","1"
"3398","Ovos",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Eggs","1"
"3399","Funcho",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Fennel","1"
"3400","Queijo feta",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Feta cheese","1"
"3401","tiras de filé",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Fillet strips","1"
"3402","sal fino",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Fine salt","1"
"3403","caldo de peixe",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Fish Broth","1"
"3404","Farinha",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Flour","1"
"3405","feijão françês",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","French bean","1"
"3406","Queijo fresco",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Fresh cheese","1"
"3407","peito de frango fresco",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Fresh chicken breast","1"
"3408","peito de peru fresco",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Fresh turkey breast","1"
"3409","Macarrão Fusilli",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Fusili Pasta","1"
"3410","Manteiga de alho e ervas",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Garlic & Herb Butter","1"
"3411","Pó de alho",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Garlic powder","1"
"3412","Gigante Portobello Marron",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Giant Portobello Marron","1"
"3413","Ruivo",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Ginger","1"
"3414","Queijo de cabra",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Goat cheese","1"
"3415","Dourado",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Golden","1"
"3416","Maçã Dourada",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Golden apple","1"
"3417","queijo grana",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Grana cheese","1"
"3418","granola",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Granola","1"
"3419","iogurte grego",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Greek yogurt","1"
"3420","Vagens",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Green beans","1"
"3421","Pimentão verde",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Green bell pepper","1"
"3422","Repolho verde",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Green Cabbage","1"
"3423","Lentilhas verdes",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Green lentils","1"
"3424","Garoupa",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Grouper","1"
"3425","Filete de Pescada",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Hake Fillet","1"
"3426","presunto",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Ham","1"
"3427","Avelã",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Hazelnut","1"
"3428","Mel",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Honey","1"
"3429","arroz de jasmim",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Jasmine rice","1"
"3430","Ketchup",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Ketchup","1"
"3431","alho-poró",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Leek","1"
"3432","Limão",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Lemon","1"
"3433","Alface",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Lettuce","1"
"3434","Lima",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Lime","1"
"3435","inguini nero",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Linguini nero","1"
"3436","Alface de folhas soltas",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Loose-leaf lettuce","1"
"3437","Alface de folhas soltas",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Loose-leaf lettuce","1"
"3438","Leite sem lactose com baixo teor de gordura",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Low-fat lactose-free milk","1"
"3439","manga",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Mango","1"
"3440","Maionese",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Mayonnaise","1"
"3441","Lombo de Vaca Picada",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Minced Beef Tenderloin","1"
"3442","vitela picada",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Minced veal","1"
"3443","Hortelã em cacho",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Mint in bunch","1"
"3444","queijo da serra",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Mountain cheese","1"
"3445","Queijo mussarela",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Mozzarella cheese","1"
"3446","Brotos de feijão",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Mung beans","1"
"3447","mostarda com sementes",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Mustard with seeds","1"
"3448","iogurte natural",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Natural yogurt","1"
"3449","Macarrão",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Noodles","1"
"3450","Penne de Aveia",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Oat Penne pasta","1"
"3451","Aveia",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Oats","1"
"3452","Polvo",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Octopus","1"
"3453","Azeite",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Olive oil","1"
"3454","Cebola",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Onion","1"
"3455","Cebola",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Onion","1"
"3456","Cebola",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Onion","1"
"3457","Cebola",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Onion","1"
"3458","Cebola, frita",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Onion, fried","1"
"3459","Cebola, frita",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Orange","1"
"3460","batata doce laranja",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Orange sweet potato","1"
"3461","Orégano",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Oregano","1"
"3462","páprica",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Paprika","1"
"3463","Cogumelo Paris com pé",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Paris Mushroom with foot","1"
"3464","parmesão",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Parmesan","1"
"3465","molho de salsa",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Parsley bunch","1"
"3466","Maracujá",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Passionfruit","1"
"3467","Amendoim",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Peanut","1"
"3468","Amendoim",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Peanut Butter Creamy","1"
"3469","Ervilhas",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Peas","1"
"3470","Macarrão Penne",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Penne Pasta","1"
"3471","Pesto",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Pesto","1"
"3472","Petit gateau",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Petit gateau","1"
"3473","Massa Pevide",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Pevide Pasta","1"
"3474","picanha",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Picanha","1"
"3475","Leitão",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Piglet","1"
"3476","Abacaxi",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Pineapple","1"
"3477","Abacaxi",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Pineapple","1"
"3478","Carne de porco",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Pork","1"
"3479","hambúrguer de porco",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Pork burger","1"
"3480","pescoço de porco",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Pork neck","1"
"3481","Costelas de porco",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Pork ribs","1"
"3482","Cogumelo Portobello Marron",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Portobello Marron Mushroom","1"
"3483","Posta mirandesa (bife do Minho)",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Posta mirandesa (steak from Minho)","1"
"3484","Ameixa seca",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Prune","1"
"3485","massa folhada",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Puff Pastry","1"
"3486","Abóbora",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Pumpkin","1"
"3487","doce de abóbora",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Pumpkin jam","1"
"3488","Quinoa",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Quinoa","1"
"3489","quinua tricolor",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Quinoa tricolor","1"
"3490","Passas de uva",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Raisins","1"
"3491","Geleia de framboesa",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Raspberry jam","1"
"3492","pimentão vermelho",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Red bell pepper","1"
"3493","repolho roxo",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Red cabbage","1"
"3494","pimenta vermelha",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Red chilli","1"
"3495","cebola vermelha",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Red onion","1"
"3496","vinagre de vinho tinto",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Red wine vinegar","1"
"3497","arroz de risoto",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Risotto rice","1"
"3498","pêra rocha",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Rocha pear","1"
"3499","Foguete",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Rocket","1"
"3500","ramo de alecrim",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Rosemary branch","1"
"3501","Açafrão",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Saffron","1"
"3502","Salmão",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Salmon","1"
"3503","tártaro de salmão",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Salmon tartar","1"
"3504","patê de sardinha",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Sardine paté","1"
"3505","Badejo",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Sea bass","1"
"3506","Sal marinho",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Sea salt","1"
"3507",,NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Seitan","1"
"3508","seitan",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Sesame seeds","1"
"3509","Shoy pack",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Shoy pack","1"
"3510",,NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Shrimp","1"
"3511","Camarão",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Soy beverage with vanilla","1"
"3512","creme de soja",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Soy cream","1"
"3513","Molho de soja",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Soy sauce","1"
"3514","Soja bem",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Soybeans fine","1"
"3515","Espaguete",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Spaghetti","1"
"3516","esparguete com aveia",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Spaghetti with oats","1"
"3517","Espinafre",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Spinach","1"
"3518","arraia",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Stingray","1"
"3519","sorvete de morango",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Strawberry ice cream","1"
"3520","geleia de morango",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Strawberry jam","1"
"3521","molho de pimenta doce",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Sweet chili sauce","1"
"3522","Batata doce",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Sweet potato","1"
"3523","Peixe-espada",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Swordfish","1"
"3524","Teriyaki sauce",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Teriyaki sauce","1"
"3525","arroz tailandês",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Thai rice","1"
"3526","ramo de tomilho",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Thyme Branch","1"
"3527","tofu",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Tofu","1"
"3528","Tomate",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Tomato","1"
"3529","molhos de tomate",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Tomato bunches","1"
"3530","polpa de tomate",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Tomato pulp","1"
"3531","Tortas",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Tortillas","1"
"3532","Atum",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Tuna","1"
"3533","hambúrguer de atum",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Tuna burger","1"
"3534","patê de atum",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Tuna paté","1"
"3535","Tartar de Atum",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Tuna tartar","1"
"3536","Hambúrguer de peru",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Turkey burger","1"
"3537","coxa de peru",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Turkey leg","1"
"3538","grelos de nabo",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Turnip greens","1"
"3539","Sorvete de baunilha",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Vanilla ice cream","1"
"3540","Arroz Venere (preto)",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Venere rice (black)","1"
"3541","Água",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Water","1"
"3542","Melancia",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Watermelon","1"
"3543","arroz branco",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","White rice","1"
"3544","gergelim branco",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","White sesame seed","1"
"3545","batata doce branca",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","White sweet potato","1"
"3546","vinagre de vinho branco",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","White wine vinegar","1"
"3547","Cereal Integral",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Whole Cereal","1"
"3548","Galinha inteira",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Whole Chicken","1"
"3549","Galinha inteira",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Whole Fusili","1"
"3550","pescada inteira",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Whole hake","1"
"3551","Pão de trigo integral",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Whole wheat toast","1"
"3552","Farinha integral",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Wholemeal flour","1"
"3553","Macarrão Integral",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Wholemeal Pasta","1"
"3554","Arroz selvagem",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Wild rice","1"
"3555","pimentão amarelo",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Yellow bell pepper","1"
"3556","Abobrinha",NULL,NULL,"1","0","2023-12-19 20:29:51","2023-12-19 20:29:51","15","Zucchini","1"
"3557","Batata Agria",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Agria potato","1"
"3558","Amêndoa",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Almond","1"
"3559","Anchovas",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Anchovies","1"
"3560","Gala da Maçã",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Apple Gala","1"
"3561","Sumo de ma",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Apple juice","1"
"3562","Tarte de ma",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Apple pie","1"
"3563","Geléia de damasco",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Apricot Jam","1"
"3564","Espargos",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Asparagus","1"
"3565","massa de abacate",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Avocado mass","1"
"3566","Batatas assadas",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Baked potatoes","1"
"3567","molho de manjericão",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Basil bunch","1"
"3568","Arroz basmati",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Basmati rice","1"
"3569","folha de louro",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Bay leaf","1"
"3570","Bife",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Beefsteak","1"
"3571","Beterraba",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Beet","1"
"3572","Feijão preto",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Black bean","1"
"3573","Azeitona preta",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Black Olive","1"
"3574","Azeitona preta",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Black Olive (boneless)","1"
"3575","massa preta",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Black Pasta","1"
"3576","Pimenta preta",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Black pepper","1"
"3577","gergelim preto",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Black sesame seed","1"
"3578","melancia preta",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Black watermelon","1"
"3579","Pão",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Bread","1"
"3580","Migalhas de pão",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Bread crumbs","1"
"3581","Brócolis",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Broccoli","1"
"3582","açúcar mascavo",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Brown sugar","1"
"3583","Bulgur",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Bulgur","1"
"3584","Manteiga",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Butter","1"
"3585","alcaparras",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Capers","1"
"3586","arroz carolino",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Carolino rice","1"
"3587","arroz carolino",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Carrot","1"
"3588","Caju",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Cashew","1"
"3589","Couve-flor",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Cauliflower","1"
"3590","Queijo cheddar",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Cheddar cheese","1"
"3591","Queijo cheddar",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Cherry Tomato","1"
"3592","sementes de chia",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Chia seeds","1"
"3593","Hambúrguer de frango",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Chicken burger","1"
"3594","coxinha de frango",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Chicken drumstick","1"
"3595","grão de bico",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Chickpea","1"
"3596","grão de bico",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Chili pepper","1"
"3597","grão de bico",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Chinese cabbage","1"
"3598","Cebolinha em molho",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Chives in bunch","1"
"3599","Sorvete de chocolate",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Chocolate ice cream","1"
"3600","Mousse de chocolate",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Chocolate mousse","1"
"3601","Torta de chocolate",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Chocolate pie","1"
"3602","bebida de soja com chocolate",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Chocolate soy drink","1"
"3603","Manteiga de amendoim picada",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Chopped Peanut Butter","1"
"3604","chouriço",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Chorizo","1"
"3605","Vinagre de cidra",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Cider vinegar","1"
"3606","Cacau em pó",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Cocoa powder","1"
"3607","Leite de côco",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Coconut milk","1"
"3608","Bacalhau",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Codfish","1"
"3609","pescoço de bacalhau",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Codfish neck","1"
"3610","Café",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Coffee","1"
"3611","sorvete de café",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Coffee ice cream","1"
"3612","couve",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Collard greens","1"
"3613","Cozinhar Chocolate",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Cooking Chocolate","1"
"3614","Coentro",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Coriander","1"
"3615","amido de milho",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Cornstarch","1"
"3616","Costoletão",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Costoletón","1"
"3617","Queijo tipo cottage",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Cottage cheese","1"
"3618","cuscuz",NULL,NULL,"1","0","2023-12-25 02:21:15","2023-12-25 02:21:15","16","Couscous","1"
