"id","name","type","description","designClass","isActive","isDeleted","createdAt","updatedAt","restaurantId","name_ol","isDefault"
"663","Frutos do mar",NULL,NULL,"ico_seafood.png","1","0","2024-02-26 09:31:10","2024-02-26 09:31:10","47","Seafood","1"
"664","Ovos",NULL,NULL,"ico_eggs.png","1","0","2024-02-26 09:31:10","2024-02-26 09:31:10","47","Eggs","1"
"665","Soja",NULL,NULL,"ico_soy.png","1","0","2024-02-26 09:31:10","2024-02-26 09:31:10","47","Soy","1"
"666","Apimentado",NULL,NULL,"ico_spicy.png","1","0","2024-02-26 09:31:10","2024-02-26 09:31:10","47","Spicy","1"
"667","Carne",NULL,NULL,"ico_meat.png","1","0","2024-02-26 09:31:10","2024-02-26 09:31:10","47","Meat","1"
"668","Laticínio",NULL,NULL,"ico_dairy.png","1","0","2024-02-26 09:31:10","2024-02-26 09:31:10","47","Dairy","1"
"669","Álcool",NULL,NULL,"ico_alcohol.png","1","0","2024-02-26 09:31:10","2024-02-26 09:31:10","47","Alcohol","1"
"670","Sésamo",NULL,NULL,"ico_sesame.png","1","0","2024-02-26 09:31:10","2024-02-26 09:31:10","47","Sesame","1"
"671","sulfitos",NULL,NULL,"ico_sulfites.png","1","0","2024-02-26 09:31:10","2024-02-26 09:31:10","47","Sulfites","1"
"672","Mostarda",NULL,NULL,"ico_mustard.png","1","0","2024-02-26 09:31:10","2024-02-26 09:31:10","47","Mustard","1"
"673","Outro",NULL,NULL,"ico_other.png","1","0","2024-02-26 09:31:10","2024-02-26 09:31:10","47","Other","1"
"674","gluten",NULL,NULL,"ico_gluten.png","1","0","2024-02-26 10:14:34","2024-02-26 10:14:34","48","Gluten","1"
"675","vegano",NULL,NULL,"ico_vegan.png","1","0","2024-02-26 10:14:34","2024-02-26 10:14:34","48","Vegan","1"
"676","Lactose",NULL,NULL,"ico_lactose.png","1","0","2024-02-26 10:14:34","2024-02-26 10:14:34","48","Lactose","1"
"677","Vegetariano",NULL,NULL,"ico_vegetarian.png","1","0","2024-02-26 10:14:34","2024-02-26 10:14:34","48","Vegetarian","1"
"678","Nozes",NULL,NULL,"ico_nuts.png","1","0","2024-02-26 10:14:34","2024-02-26 10:14:34","48","Nuts","1"
"679","Frutos do mar",NULL,NULL,"ico_seafood.png","1","0","2024-02-26 10:14:34","2024-02-26 10:14:34","48","Seafood","1"
"680","Ovos",NULL,NULL,"ico_eggs.png","1","0","2024-02-26 10:14:34","2024-02-26 10:14:34","48","Eggs","1"
"681","Soja",NULL,NULL,"ico_soy.png","1","0","2024-02-26 10:14:34","2024-02-26 10:14:34","48","Soy","1"
"682","Apimentado",NULL,NULL,"ico_spicy.png","1","0","2024-02-26 10:14:34","2024-02-26 10:14:34","48","Spicy","1"
"683","Carne",NULL,NULL,"ico_meat.png","1","0","2024-02-26 10:14:34","2024-02-26 10:14:34","48","Meat","1"
"684","Laticínio",NULL,NULL,"ico_dairy.png","1","0","2024-02-26 10:14:34","2024-02-26 10:14:34","48","Dairy","1"
"685","Álcool",NULL,NULL,"ico_alcohol.png","1","0","2024-02-26 10:14:34","2024-02-26 10:14:34","48","Alcohol","1"
"686","Sésamo",NULL,NULL,"ico_sesame.png","1","0","2024-02-26 10:14:34","2024-02-26 10:14:34","48","Sesame","1"
"687","sulfitos",NULL,NULL,"ico_sulfites.png","1","0","2024-02-26 10:14:34","2024-02-26 10:14:34","48","Sulfites","1"
"688","Mostarda",NULL,NULL,"ico_mustard.png","1","0","2024-02-26 10:14:34","2024-02-26 10:14:34","48","Mustard","1"
"689","Outro",NULL,NULL,"ico_other.png","1","0","2024-02-26 10:14:34","2024-02-26 10:14:34","48","Other","1"
"690","gluten",NULL,NULL,"ico_gluten.png","1","0","2024-02-26 15:05:09","2024-02-26 15:05:09","49","Gluten","1"
"691","vegano",NULL,NULL,"ico_vegan.png","1","0","2024-02-26 15:05:09","2024-02-26 15:05:09","49","Vegan","1"
"692","Lactose",NULL,NULL,"ico_lactose.png","1","0","2024-02-26 15:05:09","2024-02-26 15:05:09","49","Lactose","1"
"693","Vegetariano",NULL,NULL,"ico_vegetarian.png","1","0","2024-02-26 15:05:09","2024-02-26 15:05:09","49","Vegetarian","1"
"694","Nozes",NULL,NULL,"ico_nuts.png","1","0","2024-02-26 15:05:09","2024-02-26 15:05:09","49","Nuts","1"
"695","Frutos do mar",NULL,NULL,"ico_seafood.png","1","0","2024-02-26 15:05:09","2024-02-26 15:05:09","49","Seafood","1"
"696","Ovos",NULL,NULL,"ico_eggs.png","1","0","2024-02-26 15:05:09","2024-02-26 15:05:09","49","Eggs","1"
"697","Soja",NULL,NULL,"ico_soy.png","1","0","2024-02-26 15:05:09","2024-02-26 15:05:09","49","Soy","1"
"698","Apimentado",NULL,NULL,"ico_spicy.png","1","0","2024-02-26 15:05:09","2024-02-26 15:05:09","49","Spicy","1"
"699","Carne",NULL,NULL,"ico_meat.png","1","0","2024-02-26 15:05:09","2024-02-26 15:05:09","49","Meat","1"
"700","Laticínio",NULL,NULL,"ico_dairy.png","1","0","2024-02-26 15:05:09","2024-02-26 15:05:09","49","Dairy","1"
"701","Álcool",NULL,NULL,"ico_alcohol.png","1","0","2024-02-26 15:05:09","2024-02-26 15:05:09","49","Alcohol","1"
"702","Sésamo",NULL,NULL,"ico_sesame.png","1","0","2024-02-26 15:05:09","2024-02-26 15:05:09","49","Sesame","1"
"703","sulfitos",NULL,NULL,"ico_sulfites.png","1","0","2024-02-26 15:05:09","2024-02-26 15:05:09","49","Sulfites","1"
"704","Mostarda",NULL,NULL,"ico_mustard.png","1","0","2024-02-26 15:05:09","2024-02-26 15:05:09","49","Mustard","1"
"705","Outro",NULL,NULL,"ico_other.png","1","0","2024-02-26 15:05:09","2024-02-26 15:05:09","49","Other","1"
"706","gluten",NULL,NULL,"ico_gluten.png","1","0","2024-02-26 15:07:04","2024-02-26 15:07:04","50","Gluten","1"
"707","vegano",NULL,NULL,"ico_vegan.png","1","0","2024-02-26 15:07:04","2024-02-26 15:07:04","50","Vegan","1"
"708","Lactose",NULL,NULL,"ico_lactose.png","1","0","2024-02-26 15:07:04","2024-02-26 15:07:04","50","Lactose","1"
"709","Vegetariano",NULL,NULL,"ico_vegetarian.png","1","0","2024-02-26 15:07:04","2024-02-26 15:07:04","50","Vegetarian","1"
"710","Nozes",NULL,NULL,"ico_nuts.png","1","0","2024-02-26 15:07:04","2024-02-26 15:07:04","50","Nuts","1"
"711","Frutos do mar",NULL,NULL,"ico_seafood.png","1","0","2024-02-26 15:07:04","2024-02-26 15:07:04","50","Seafood","1"
"712","Ovos",NULL,NULL,"ico_eggs.png","1","0","2024-02-26 15:07:04","2024-02-26 15:07:04","50","Eggs","1"
"713","Soja",NULL,NULL,"ico_soy.png","1","0","2024-02-26 15:07:04","2024-02-26 15:07:04","50","Soy","1"
"714","Apimentado",NULL,NULL,"ico_spicy.png","1","0","2024-02-26 15:07:04","2024-02-26 15:07:04","50","Spicy","1"
"715","Carne",NULL,NULL,"ico_meat.png","1","0","2024-02-26 15:07:04","2024-02-26 15:07:04","50","Meat","1"
"716","Laticínio",NULL,NULL,"ico_dairy.png","1","0","2024-02-26 15:07:04","2024-02-26 15:07:04","50","Dairy","1"
"717","Álcool",NULL,NULL,"ico_alcohol.png","1","0","2024-02-26 15:07:04","2024-02-26 15:07:04","50","Alcohol","1"
"718","Sésamo",NULL,NULL,"ico_sesame.png","1","0","2024-02-26 15:07:04","2024-02-26 15:07:04","50","Sesame","1"
"719","sulfitos",NULL,NULL,"ico_sulfites.png","1","0","2024-02-26 15:07:04","2024-02-26 15:07:04","50","Sulfites","1"
"720","Mostarda",NULL,NULL,"ico_mustard.png","1","0","2024-02-26 15:07:04","2024-02-26 15:07:04","50","Mustard","1"
"721","Outro",NULL,NULL,"ico_other.png","1","0","2024-02-26 15:07:04","2024-02-26 15:07:04","50","Other","1"
"722","gluten",NULL,NULL,"ico_gluten.png","1","0","2024-02-26 15:08:02","2024-02-26 15:08:02","51","Gluten","1"
"723","vegano",NULL,NULL,"ico_vegan.png","1","0","2024-02-26 15:08:02","2024-02-26 15:08:02","51","Vegan","1"
"724","Lactose",NULL,NULL,"ico_lactose.png","1","0","2024-02-26 15:08:02","2024-02-26 15:08:02","51","Lactose","1"
"725","Vegetariano",NULL,NULL,"ico_vegetarian.png","1","0","2024-02-26 15:08:02","2024-02-26 15:08:02","51","Vegetarian","1"
"726","Nozes",NULL,NULL,"ico_nuts.png","1","0","2024-02-26 15:08:02","2024-02-26 15:08:02","51","Nuts","1"
"727","Frutos do mar",NULL,NULL,"ico_seafood.png","1","0","2024-02-26 15:08:02","2024-02-26 15:08:02","51","Seafood","1"
"728","Ovos",NULL,NULL,"ico_eggs.png","1","0","2024-02-26 15:08:02","2024-02-26 15:08:02","51","Eggs","1"
"729","Soja",NULL,NULL,"ico_soy.png","1","0","2024-02-26 15:08:02","2024-02-26 15:08:02","51","Soy","1"
"730","Apimentado",NULL,NULL,"ico_spicy.png","1","0","2024-02-26 15:08:02","2024-02-26 15:08:02","51","Spicy","1"
"731","Carne",NULL,NULL,"ico_meat.png","1","0","2024-02-26 15:08:02","2024-02-26 15:08:02","51","Meat","1"
"732","Laticínio",NULL,NULL,"ico_dairy.png","1","0","2024-02-26 15:08:02","2024-02-26 15:08:02","51","Dairy","1"
"733","Álcool",NULL,NULL,"ico_alcohol.png","1","0","2024-02-26 15:08:02","2024-02-26 15:08:02","51","Alcohol","1"
"734","Sésamo",NULL,NULL,"ico_sesame.png","1","0","2024-02-26 15:08:02","2024-02-26 15:08:02","51","Sesame","1"
"735","sulfitos",NULL,NULL,"ico_sulfites.png","1","0","2024-02-26 15:08:02","2024-02-26 15:08:02","51","Sulfites","1"
"736","Mostarda",NULL,NULL,"ico_mustard.png","1","0","2024-02-26 15:08:02","2024-02-26 15:08:02","51","Mustard","1"
"737","Outro",NULL,NULL,"ico_other.png","1","0","2024-02-26 15:08:02","2024-02-26 15:08:02","51","Other","1"
"738","gluten",NULL,NULL,"ico_gluten.png","1","0","2024-02-27 09:09:40","2024-02-27 09:09:40","52","Gluten","1"
"739","vegano",NULL,NULL,"ico_vegan.png","1","0","2024-02-27 09:09:40","2024-02-27 09:09:40","52","Vegan","1"
"740","Lactose",NULL,NULL,"ico_lactose.png","1","0","2024-02-27 09:09:40","2024-02-27 09:09:40","52","Lactose","1"
"741","Vegetariano",NULL,NULL,"ico_vegetarian.png","1","0","2024-02-27 09:09:40","2024-02-27 09:09:40","52","Vegetarian","1"
"742","Nozes",NULL,NULL,"ico_nuts.png","1","0","2024-02-27 09:09:40","2024-02-27 09:09:40","52","Nuts","1"
"743","Frutos do mar",NULL,NULL,"ico_seafood.png","1","0","2024-02-27 09:09:40","2024-02-27 09:09:40","52","Seafood","1"
"744","Ovos",NULL,NULL,"ico_eggs.png","1","0","2024-02-27 09:09:40","2024-02-27 09:09:40","52","Eggs","1"
"745","Soja",NULL,NULL,"ico_soy.png","1","0","2024-02-27 09:09:40","2024-02-27 09:09:40","52","Soy","1"
"746","Apimentado",NULL,NULL,"ico_spicy.png","1","0","2024-02-27 09:09:40","2024-02-27 09:09:40","52","Spicy","1"
"747","Carne",NULL,NULL,"ico_meat.png","1","0","2024-02-27 09:09:40","2024-02-27 09:09:40","52","Meat","1"
"748","Laticínio",NULL,NULL,"ico_dairy.png","1","0","2024-02-27 09:09:40","2024-02-27 09:09:40","52","Dairy","1"
"749","Álcool",NULL,NULL,"ico_alcohol.png","1","0","2024-02-27 09:09:40","2024-02-27 09:09:40","52","Alcohol","1"
"750","Sésamo",NULL,NULL,"ico_sesame.png","1","0","2024-02-27 09:09:40","2024-02-27 09:09:40","52","Sesame","1"
"751","sulfitos",NULL,NULL,"ico_sulfites.png","1","0","2024-02-27 09:09:40","2024-02-27 09:09:40","52","Sulfites","1"
"752","Mostarda",NULL,NULL,"ico_mustard.png","1","0","2024-02-27 09:09:40","2024-02-27 09:09:40","52","Mustard","1"
"753","Outro",NULL,NULL,"ico_other.png","1","0","2024-02-27 09:09:40","2024-02-27 09:09:40","52","Other","1"
"754","gluten",NULL,NULL,"ico_gluten.png","1","0","2024-02-27 10:50:59","2024-02-27 10:50:59","53","Gluten","1"
"755","vegano",NULL,NULL,"ico_vegan.png","1","0","2024-02-27 10:50:59","2024-02-27 10:50:59","53","Vegan","1"
"756","Lactose",NULL,NULL,"ico_lactose.png","1","0","2024-02-27 10:50:59","2024-02-27 10:50:59","53","Lactose","1"
"757","Vegetariano",NULL,NULL,"ico_vegetarian.png","1","0","2024-02-27 10:50:59","2024-02-27 10:50:59","53","Vegetarian","1"
"758","Nozes",NULL,NULL,"ico_nuts.png","1","0","2024-02-27 10:50:59","2024-02-27 10:50:59","53","Nuts","1"
"759","Frutos do mar",NULL,NULL,"ico_seafood.png","1","0","2024-02-27 10:50:59","2024-02-27 10:50:59","53","Seafood","1"
"760","Ovos",NULL,NULL,"ico_eggs.png","1","0","2024-02-27 10:50:59","2024-02-27 10:50:59","53","Eggs","1"
"761","Soja",NULL,NULL,"ico_soy.png","1","0","2024-02-27 10:50:59","2024-02-27 10:50:59","53","Soy","1"
"762","Apimentado",NULL,NULL,"ico_spicy.png","1","0","2024-02-27 10:50:59","2024-02-27 10:50:59","53","Spicy","1"
"763","Carne",NULL,NULL,"ico_meat.png","1","0","2024-02-27 10:50:59","2024-02-27 10:50:59","53","Meat","1"
"764","Laticínio",NULL,NULL,"ico_dairy.png","1","0","2024-02-27 10:50:59","2024-02-27 10:50:59","53","Dairy","1"
"765","Álcool",NULL,NULL,"ico_alcohol.png","1","0","2024-02-27 10:50:59","2024-02-27 10:50:59","53","Alcohol","1"
"766","Sésamo",NULL,NULL,"ico_sesame.png","1","0","2024-02-27 10:50:59","2024-02-27 10:50:59","53","Sesame","1"
"767","sulfitos",NULL,NULL,"ico_sulfites.png","1","0","2024-02-27 10:50:59","2024-02-27 10:50:59","53","Sulfites","1"
"768","Mostarda",NULL,NULL,"ico_mustard.png","1","0","2024-02-27 10:50:59","2024-02-27 10:50:59","53","Mustard","1"
"769","Outro",NULL,NULL,"ico_other.png","1","0","2024-02-27 10:50:59","2024-02-27 10:50:59","53","Other","1"
"770","gluten",NULL,NULL,"ico_gluten.png","1","0","2024-02-27 13:08:27","2024-02-27 13:08:27","54","Gluten","1"
"771","vegano",NULL,NULL,"ico_vegan.png","1","0","2024-02-27 13:08:27","2024-02-27 13:08:27","54","Vegan","1"
"772","Lactose",NULL,NULL,"ico_lactose.png","1","0","2024-02-27 13:08:27","2024-02-27 13:08:27","54","Lactose","1"
"773","Vegetariano",NULL,NULL,"ico_vegetarian.png","1","0","2024-02-27 13:08:27","2024-02-27 13:08:27","54","Vegetarian","1"
"774","Nozes",NULL,NULL,"ico_nuts.png","1","0","2024-02-27 13:08:27","2024-02-27 13:08:27","54","Nuts","1"
"775","Frutos do mar",NULL,NULL,"ico_seafood.png","1","0","2024-02-27 13:08:27","2024-02-27 13:08:27","54","Seafood","1"
"776","Ovos",NULL,NULL,"ico_eggs.png","1","0","2024-02-27 13:08:27","2024-02-27 13:08:27","54","Eggs","1"
"777","Soja",NULL,NULL,"ico_soy.png","1","0","2024-02-27 13:08:27","2024-02-27 13:08:27","54","Soy","1"
"778","Apimentado",NULL,NULL,"ico_spicy.png","1","0","2024-02-27 13:08:27","2024-02-27 13:08:27","54","Spicy","1"
"779","Carne",NULL,NULL,"ico_meat.png","1","0","2024-02-27 13:08:27","2024-02-27 13:08:27","54","Meat","1"
"780","Laticínio",NULL,NULL,"ico_dairy.png","1","0","2024-02-27 13:08:27","2024-02-27 13:08:27","54","Dairy","1"
"781","Álcool",NULL,NULL,"ico_alcohol.png","1","0","2024-02-27 13:08:27","2024-02-27 13:08:27","54","Alcohol","1"
"782","Sésamo",NULL,NULL,"ico_sesame.png","1","0","2024-02-27 13:08:27","2024-02-27 13:08:27","54","Sesame","1"
"783","sulfitos",NULL,NULL,"ico_sulfites.png","1","0","2024-02-27 13:08:27","2024-02-27 13:08:27","54","Sulfites","1"
"784","Mostarda",NULL,NULL,"ico_mustard.png","1","0","2024-02-27 13:08:27","2024-02-27 13:08:27","54","Mustard","1"
"785","Outro",NULL,NULL,"ico_other.png","1","0","2024-02-27 13:08:27","2024-02-27 13:08:27","54","Other","1"
"786","gluten",NULL,NULL,"ico_gluten.png","1","0","2024-02-27 13:08:58","2024-02-27 13:08:58","55","Gluten","1"
"787","vegano",NULL,NULL,"ico_vegan.png","1","0","2024-02-27 13:08:58","2024-02-27 13:08:58","55","Vegan","1"
"788","Lactose",NULL,NULL,"ico_lactose.png","1","0","2024-02-27 13:08:58","2024-02-27 13:08:58","55","Lactose","1"
"789","Vegetariano",NULL,NULL,"ico_vegetarian.png","1","0","2024-02-27 13:08:58","2024-02-27 13:08:58","55","Vegetarian","1"
"790","Nozes",NULL,NULL,"ico_nuts.png","1","0","2024-02-27 13:08:58","2024-02-27 13:08:58","55","Nuts","1"
"791","Frutos do mar",NULL,NULL,"ico_seafood.png","1","0","2024-02-27 13:08:58","2024-02-27 13:08:58","55","Seafood","1"
"792","Ovos",NULL,NULL,"ico_eggs.png","1","0","2024-02-27 13:08:58","2024-02-27 13:08:58","55","Eggs","1"
"793","Soja",NULL,NULL,"ico_soy.png","1","0","2024-02-27 13:08:58","2024-02-27 13:08:58","55","Soy","1"
"794","Apimentado",NULL,NULL,"ico_spicy.png","1","0","2024-02-27 13:08:58","2024-02-27 13:08:58","55","Spicy","1"
"795","Carne",NULL,NULL,"ico_meat.png","1","0","2024-02-27 13:08:58","2024-02-27 13:08:58","55","Meat","1"
"796","Laticínio",NULL,NULL,"ico_dairy.png","1","0","2024-02-27 13:08:58","2024-02-27 13:08:58","55","Dairy","1"
"797","Álcool",NULL,NULL,"ico_alcohol.png","1","0","2024-02-27 13:08:58","2024-02-27 13:08:58","55","Alcohol","1"
"798","Sésamo",NULL,NULL,"ico_sesame.png","1","0","2024-02-27 13:08:58","2024-02-27 13:08:58","55","Sesame","1"
"799","sulfitos",NULL,NULL,"ico_sulfites.png","1","0","2024-02-27 13:08:58","2024-02-27 13:08:58","55","Sulfites","1"
"800","Mostarda",NULL,NULL,"ico_mustard.png","1","0","2024-02-27 13:08:58","2024-02-27 13:08:58","55","Mustard","1"
"801","Outro",NULL,NULL,"ico_other.png","1","0","2024-02-27 13:08:58","2024-02-27 13:08:58","55","Other","1"
"802","gluten",NULL,NULL,"ico_gluten.png","1","0","2024-02-27 13:10:07","2024-02-27 13:10:07","56","Gluten","1"
"803","vegano",NULL,NULL,"ico_vegan.png","1","0","2024-02-27 13:10:07","2024-02-27 13:10:07","56","Vegan","1"
"804","Lactose",NULL,NULL,"ico_lactose.png","1","0","2024-02-27 13:10:07","2024-02-27 13:10:07","56","Lactose","1"
"805","Vegetariano",NULL,NULL,"ico_vegetarian.png","1","0","2024-02-27 13:10:07","2024-02-27 13:10:07","56","Vegetarian","1"
"806","Nozes",NULL,NULL,"ico_nuts.png","1","0","2024-02-27 13:10:07","2024-02-27 13:10:07","56","Nuts","1"
"807","Frutos do mar",NULL,NULL,"ico_seafood.png","1","0","2024-02-27 13:10:07","2024-02-27 13:10:07","56","Seafood","1"
"808","Ovos",NULL,NULL,"ico_eggs.png","1","0","2024-02-27 13:10:07","2024-02-27 13:10:07","56","Eggs","1"
"809","Soja",NULL,NULL,"ico_soy.png","1","0","2024-02-27 13:10:07","2024-02-27 13:10:07","56","Soy","1"
"810","Apimentado",NULL,NULL,"ico_spicy.png","1","0","2024-02-27 13:10:07","2024-02-27 13:10:07","56","Spicy","1"
"811","Carne",NULL,NULL,"ico_meat.png","1","0","2024-02-27 13:10:07","2024-02-27 13:10:07","56","Meat","1"
"812","Laticínio",NULL,NULL,"ico_dairy.png","1","0","2024-02-27 13:10:07","2024-02-27 13:10:07","56","Dairy","1"
"813","Álcool",NULL,NULL,"ico_alcohol.png","1","0","2024-02-27 13:10:07","2024-02-27 13:10:07","56","Alcohol","1"
"814","Sésamo",NULL,NULL,"ico_sesame.png","1","0","2024-02-27 13:10:07","2024-02-27 13:10:07","56","Sesame","1"
"815","sulfitos",NULL,NULL,"ico_sulfites.png","1","0","2024-02-27 13:10:07","2024-02-27 13:10:07","56","Sulfites","1"
"816","Mostarda",NULL,NULL,"ico_mustard.png","1","0","2024-02-27 13:10:07","2024-02-27 13:10:07","56","Mustard","1"
"817","Outro",NULL,NULL,"ico_other.png","1","0","2024-02-27 13:10:07","2024-02-27 13:10:07","56","Other","1"
"818","gluten",NULL,NULL,"ico_gluten.png","1","0","2024-02-27 13:10:30","2024-02-27 13:10:30","57","Gluten","1"
"819","vegano",NULL,NULL,"ico_vegan.png","1","0","2024-02-27 13:10:30","2024-02-27 13:10:30","57","Vegan","1"
"820","Lactose",NULL,NULL,"ico_lactose.png","1","0","2024-02-27 13:10:30","2024-02-27 13:10:30","57","Lactose","1"
"821","Vegetariano",NULL,NULL,"ico_vegetarian.png","1","0","2024-02-27 13:10:30","2024-02-27 13:10:30","57","Vegetarian","1"
"822","Nozes",NULL,NULL,"ico_nuts.png","1","0","2024-02-27 13:10:30","2024-02-27 13:10:30","57","Nuts","1"
"823","Frutos do mar",NULL,NULL,"ico_seafood.png","1","0","2024-02-27 13:10:30","2024-02-27 13:10:30","57","Seafood","1"
"824","Ovos",NULL,NULL,"ico_eggs.png","1","0","2024-02-27 13:10:30","2024-02-27 13:10:30","57","Eggs","1"
"825","Soja",NULL,NULL,"ico_soy.png","1","0","2024-02-27 13:10:30","2024-02-27 13:10:30","57","Soy","1"
"826","Apimentado",NULL,NULL,"ico_spicy.png","1","0","2024-02-27 13:10:30","2024-02-27 13:10:30","57","Spicy","1"
"827","Carne",NULL,NULL,"ico_meat.png","1","0","2024-02-27 13:10:30","2024-02-27 13:10:30","57","Meat","1"
"828","Laticínio",NULL,NULL,"ico_dairy.png","1","0","2024-02-27 13:10:30","2024-02-27 13:10:30","57","Dairy","1"
"829","Álcool",NULL,NULL,"ico_alcohol.png","1","0","2024-02-27 13:10:30","2024-02-27 13:10:30","57","Alcohol","1"
"830","Sésamo",NULL,NULL,"ico_sesame.png","1","0","2024-02-27 13:10:30","2024-02-27 13:10:30","57","Sesame","1"
"831","sulfitos",NULL,NULL,"ico_sulfites.png","1","0","2024-02-27 13:10:30","2024-02-27 13:10:30","57","Sulfites","1"
"832","Mostarda",NULL,NULL,"ico_mustard.png","1","0","2024-02-27 13:10:30","2024-02-27 13:10:30","57","Mustard","1"
"833","Outro",NULL,NULL,"ico_other.png","1","0","2024-02-27 13:10:30","2024-02-27 13:10:30","57","Other","1"
"834","gluten",NULL,NULL,"ico_gluten.png","1","0","2024-02-27 13:11:27","2024-02-27 13:11:27","58","Gluten","1"
"835","vegano",NULL,NULL,"ico_vegan.png","1","0","2024-02-27 13:11:27","2024-02-27 13:11:27","58","Vegan","1"
"836","Lactose",NULL,NULL,"ico_lactose.png","1","0","2024-02-27 13:11:27","2024-02-27 13:11:27","58","Lactose","1"
"837","Vegetariano",NULL,NULL,"ico_vegetarian.png","1","0","2024-02-27 13:11:27","2024-02-27 13:11:27","58","Vegetarian","1"
"838","Nozes",NULL,NULL,"ico_nuts.png","1","0","2024-02-27 13:11:27","2024-02-27 13:11:27","58","Nuts","1"
"839","Frutos do mar",NULL,NULL,"ico_seafood.png","1","0","2024-02-27 13:11:27","2024-02-27 13:11:27","58","Seafood","1"
"840","Ovos",NULL,NULL,"ico_eggs.png","1","0","2024-02-27 13:11:27","2024-02-27 13:11:27","58","Eggs","1"
"841","Soja",NULL,NULL,"ico_soy.png","1","0","2024-02-27 13:11:27","2024-02-27 13:11:27","58","Soy","1"
"842","Apimentado",NULL,NULL,"ico_spicy.png","1","0","2024-02-27 13:11:27","2024-02-27 13:11:27","58","Spicy","1"
"843","Carne",NULL,NULL,"ico_meat.png","1","0","2024-02-27 13:11:27","2024-02-27 13:11:27","58","Meat","1"
"844","Laticínio",NULL,NULL,"ico_dairy.png","1","0","2024-02-27 13:11:27","2024-02-27 13:11:27","58","Dairy","1"
"845","Álcool",NULL,NULL,"ico_alcohol.png","1","0","2024-02-27 13:11:27","2024-02-27 13:11:27","58","Alcohol","1"
"846","Sésamo",NULL,NULL,"ico_sesame.png","1","0","2024-02-27 13:11:27","2024-02-27 13:11:27","58","Sesame","1"
"847","sulfitos",NULL,NULL,"ico_sulfites.png","1","0","2024-02-27 13:11:27","2024-02-27 13:11:27","58","Sulfites","1"
"848","Mostarda",NULL,NULL,"ico_mustard.png","1","0","2024-02-27 13:11:27","2024-02-27 13:11:27","58","Mustard","1"
"849","Outro",NULL,NULL,"ico_other.png","1","0","2024-02-27 13:11:27","2024-02-27 13:11:27","58","Other","1"
"850","gluten",NULL,NULL,"ico_gluten.png","1","0","2024-02-27 13:13:08","2024-02-27 13:13:08","59","Gluten","1"
"851","vegano",NULL,NULL,"ico_vegan.png","1","0","2024-02-27 13:13:08","2024-02-27 13:13:08","59","Vegan","1"
"852","Lactose",NULL,NULL,"ico_lactose.png","1","0","2024-02-27 13:13:08","2024-02-27 13:13:08","59","Lactose","1"
"853","Vegetariano",NULL,NULL,"ico_vegetarian.png","1","0","2024-02-27 13:13:08","2024-02-27 13:13:08","59","Vegetarian","1"
"854","Nozes",NULL,NULL,"ico_nuts.png","1","0","2024-02-27 13:13:08","2024-02-27 13:13:08","59","Nuts","1"
"855","Frutos do mar",NULL,NULL,"ico_seafood.png","1","0","2024-02-27 13:13:08","2024-02-27 13:13:08","59","Seafood","1"
"856","Ovos",NULL,NULL,"ico_eggs.png","1","0","2024-02-27 13:13:08","2024-02-27 13:13:08","59","Eggs","1"
"857","Soja",NULL,NULL,"ico_soy.png","1","0","2024-02-27 13:13:08","2024-02-27 13:13:08","59","Soy","1"
"858","Apimentado",NULL,NULL,"ico_spicy.png","1","0","2024-02-27 13:13:08","2024-02-27 13:13:08","59","Spicy","1"
"859","Carne",NULL,NULL,"ico_meat.png","1","0","2024-02-27 13:13:08","2024-02-27 13:13:08","59","Meat","1"
"860","Laticínio",NULL,NULL,"ico_dairy.png","1","0","2024-02-27 13:13:08","2024-02-27 13:13:08","59","Dairy","1"
"861","Álcool",NULL,NULL,"ico_alcohol.png","1","0","2024-02-27 13:13:08","2024-02-27 13:13:08","59","Alcohol","1"
"862","Sésamo",NULL,NULL,"ico_sesame.png","1","0","2024-02-27 13:13:08","2024-02-27 13:13:08","59","Sesame","1"
"863","sulfitos",NULL,NULL,"ico_sulfites.png","1","0","2024-02-27 13:13:08","2024-02-27 13:13:08","59","Sulfites","1"
"864","Mostarda",NULL,NULL,"ico_mustard.png","1","0","2024-02-27 13:13:08","2024-02-27 13:13:08","59","Mustard","1"
"865","Outro",NULL,NULL,"ico_other.png","1","0","2024-02-27 13:13:08","2024-02-27 13:13:08","59","Other","1"
"866","gluten",NULL,NULL,"ico_gluten.png","1","0","2024-02-27 13:13:26","2024-02-27 13:13:26","60","Gluten","1"
"867","vegano",NULL,NULL,"ico_vegan.png","1","0","2024-02-27 13:13:26","2024-02-27 13:13:26","60","Vegan","1"
"868","Lactose",NULL,NULL,"ico_lactose.png","1","0","2024-02-27 13:13:26","2024-02-27 13:13:26","60","Lactose","1"
"869","Vegetariano",NULL,NULL,"ico_vegetarian.png","1","0","2024-02-27 13:13:26","2024-02-27 13:13:26","60","Vegetarian","1"
"870","Nozes",NULL,NULL,"ico_nuts.png","1","0","2024-02-27 13:13:26","2024-02-27 13:13:26","60","Nuts","1"
"871","Frutos do mar",NULL,NULL,"ico_seafood.png","1","0","2024-02-27 13:13:26","2024-02-27 13:13:26","60","Seafood","1"
"872","Ovos",NULL,NULL,"ico_eggs.png","1","0","2024-02-27 13:13:26","2024-02-27 13:13:26","60","Eggs","1"
